Municipalities,Year,allAges,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,av_Income
Hillerød,2006,0.278154978317053,0.0503745236322222,0.0635157037101932,0.039423540233913,0.0569451136712077,0.0438039335932367,0.0197117701169565,0.00219019667966183,196464
Hillerød,2007,0.258877335289295,0.0625620226949131,0.0409889114208051,0.0409889114208051,0.0366742891659835,0.0474608448030375,0.0302023557837511,0,200569
Hillerød,2008,0.356467960831472,0.0708641126954132,0.0601271259233809,0.0601271259233809,0.0773063047586325,0.0579797285689744,0.027916165607284,0.00214739735440646,200693
Hillerød,2009,0.316475860750621,0.0637199719632123,0.0658439710286527,0.0615959728977719,0.0446039803742486,0.0552239757014507,0.0233639897198445,0.00212399906544041,199617
Hillerød,2010,0.278052787900491,0.0758325785183157,0.0631938154319297,0.0442356708023508,0.0315969077159649,0.0400227497735555,0.0168516841151813,0.00210646051439766,220042
Hillerød,2011,0.281743050338092,0.0480006678353786,0.0772184656482177,0.035478754487019,0.0521746389514985,0.0438266967192587,0.0208698555805994,0.00208698555805994,223169
Hillerød,2012,0.267618198037467,0.0373420741447628,0.0726095886148165,0.0394166338194718,0.0560131112171442,0.0394166338194718,0.0165964773976723,0.00207455967470904,229704
Hillerød,2013,0.327020594018421,0.0641622684466522,0.0641622684466522,0.0434647624961192,0.0641622684466522,0.0600227672565456,0.0269067577356929,0.0020697505950533,234938
Hillerød,2014,0.258753465448198,0.0472327754389568,0.0883047540815279,0.036964780778314,0.0390183797104426,0.0266967861176712,0.0164287914570284,0.00205359893212856,239173
Hillerød,2015,0.209741793597784,0.0264722652113709,0.0631261708886536,0.0407265618636475,0.0366539056772827,0.0305449213977356,0.0122179685590942,0,251272
Hillerød,2016,0.187228217104204,0.0261716862618779,0.0543565791592849,0.0422773393461105,0.0322113061684651,0.0201320663552907,0.0120792398131744,0,252019
Hillerød,2017,0.233490989642579,0.0179608453571215,0.0578738350396136,0.0478955876189906,0.0419086391666168,0.045899938134866,0.0159651958729969,0.00199564948412461,256639
Hillerød,2018,0.266535044422507,0.0256663376110563,0.0592300098716683,0.0454096742349457,0.0473840078973346,0.0572556762092794,0.0276406712734452,0.00197433366238894,262199
Hjørring,1995,0.243880939088532,0.0367290570916463,0.0631739781976317,0.0440748685099756,0.0528898422119707,0.0352598948079805,0.010284135985661,0.00146916228366585,107130
Hjørring,1996,0.285492584513125,0.0468500651508719,0.0585625814385898,0.0658829041184135,0.0512422587587661,0.0409938070070129,0.0204969035035064,0.00146406453596475,111521
Hjørring,1997,0.254166727530347,0.0409003929359179,0.0511254911698973,0.0555076761273171,0.0525862194890372,0.0365182079784981,0.0175287398296791,0,115255
