"Municipalities","Year","Abor_pr_capita","Income_pr_capita","Abor_pr_capita15_19","Abor_pr_capita20_24","Abor_pr_capita25_29","Abor_pr_capita30_34","Abor_pr_capita35_39","Abor_pr_capita40_44","Abor_pr_capita45_49"
"Kerteminde","2006",0.163518223675718,164872,6,1,7,8,8,6,0
"Kerteminde","2007",0.24655670804285,171517,10,9,9,15,10,5,0
"Kerteminde","2008",0.186203977994075,167061,10,5,9,6,11,1,1
"Kerteminde","2009",0.240050536955148,173181,11,13,7,8,11,7,0
"Kerteminde","2010",0.222970130416491,186206,8,7,10,11,11,6,0
"Kerteminde","2011",0.202037208519236,190155,6,12,7,11,6,5,1
"Kerteminde","2012",0.256377926280839,191983,11,10,10,9,12,8,1
"Kerteminde","2013",0.222810778996931,197804,9,10,7,13,7,6,1
"Kerteminde","2014",0.177477287132897,204194,1,10,7,10,6,5,0
"Kerteminde","2015",0.172791638570465,208480,6,10,7,11,5,1,1
"Kerteminde","2016",0.196817420435511,212795,9,11,10,10,1,1,1
"Kerteminde","2017",0.185076133591318,216753,1,9,12,5,8,6,0
"Kerteminde","2018",0.151540663411349,222244,9,5,10,5,1,1,1
"Kolding","1995",0.258381883454864,112814,30,56,51,39,22,9,1
"Kolding","1996",0.246232640598838,117269,26,47,40,37,36,13,1
"Kolding","1997",0.26183749025721,123085,32,40,45,48,35,14,1
"Kolding","1998",0.266160155824673,128557,21,49,43,48,47,11,1
"Kolding","1999",0.255458620523449,132780,29,41,52,54,27,8,1
"Kolding","2000",0.237418612180294,136777,33,45,45,38,30,5,1
"Kolding","2001",0.134741963178479,140792,22,23,29,17,18,1,0
"Kolding","2002",0.160923892464975,145706,19,30,29,26,26,6,0
"Kolding","2003",0.231843805533653,149230,25,46,44,42,25,14,1
"Kolding","2004",0.254203689451713,159265,31,56,44,43,33,11,0
"Kolding","2005",0.268305147742055,164881,47,37,51,43,42,10,1
"Kolding","2006",0.225454377283448,172267,45,37,33,38,30,10,1
"Kolding","2007",0.22710849592237,174979,24,31,49,46,37,11,0
"Kolding","2008",0.290495665348994,177514,54,54,49,50,31,17,0
"Kolding","2009",0.260960923643512,179153,37,50,54,44,30,14,1
"Kolding","2010",0.257098269919502,195240,27,62,50,41,32,15,1
"Kolding","2011",0.252213877368008,198340,39,57,46,41,33,8,1
"Kolding","2012",0.281841363575359,202911,35,70,59,44,32,11,1
"Kolding","2013",0.272455223547278,206286,38,71,48,39,36,12,0
"Kolding","2014",0.260919769946484,211240,43,61,59,43,19,7,1
"Kolding","2015",0.263233253298676,216806,25,69,61,45,25,13,1
"Kolding","2016",0.257374993183925,220481,31,62,54,49,30,8,1
"Kolding","2017",0.239483322858196,227236,32,64,53,35,25,12,0
"Kolding","2018",0.261579203372426,232918,34,63,59,33,36,17,0
"København","1995",0.598557182261829,101758,269,888,803,531,249,70,11
"København","1996",0.700575352752275,106144,307,1016,928,677,286,113,13
"København","1997",0.649012318621836,109450,280,936,890,638,311,77,7
"København","1998",0.610694531824768,115502,255,841,877,619,290,90,8
"København","1999",0.595419909505948,120124,262,804,816,608,339,90,5
"København","2000",0.547913148906897,126051,212,707,835,560,297,98,7
"København","2001",0.541122072010706,130923,226,698,787,544,338,97,11
"København","2002",0.512855347620827,137294,209,619,740,543,366,85,5
"København","2003",0.529638828211496,141610,250,603,745,554,373,122,8
"København","2004",0.512893091790521,148965,248,624,688,541,352,109,11
"København","2005",0.527707111604779,155028,294,612,693,551,363,128,10
"København","2006",0.500041902952761,161706,286,638,597,527,317,129,12
"København","2007",0.520946041187296,164751,301,673,623,550,347,125,5
"København","2008",0.544265986219774,167519,330,736,685,500,366,148,10
"København","2009",0.535314149957383,171951,314,798,635,534,334,154,7
"København","2010",0.513055462999425,184281,260,814,615,527,351,135,8
"København","2011",0.481148826226689,189182,265,783,580,505,340,110,13
"København","2012",0.466077770694836,192990,200,772,664,444,345,128,6
"København","2013",0.456527956527957,198131,209,743,663,472,333,127,7
"København","2014",0.436479579743555,204008,181,747,666,449,288,146,9
"København","2015",0.442618203880148,209991,202,702,735,421,334,161,13
"København","2016",0.368566361387771,215215,158,596,578,387,311,142,8
"København","2017",0.357853608661518,220945,91,551,621,421,321,138,13
"København","2018",0.378125774513768,228338,130,572,700,458,307,136,16
"Køge","1995",0.292306493101567,118468,17,35,40,34,18,6,0
"Køge","1996",0.387191698609982,123261,17,35,51,46,39,9,1
"Køge","1997",0.32810931830464,128136,22,31,45,41,20,9,1
"Køge","1998",0.365230094959825,134413,26,38,40,46,30,8,1
"Køge","1999",0.28185757564137,138290,19,24,37,42,19,6,0
"Køge","2000",0.284514034752721,144518,14,25,34,50,18,7,1
"Køge","2001",0.298122021153371,149396,17,31,32,37,34,6,0
"Køge","2002",0.315979536563346,155552,19,22,30,47,41,9,0
"Køge","2003",0.2812703734749,160022,25,23,24,37,33,8,1
"Køge","2004",0.30286241920591,169167,19,33,31,33,36,12,0
"Køge","2005",0.282197866220005,174364,27,22,26,34,29,16,1
"Køge","2006",0.314081625327542,180304,32,29,22,41,30,19,1
"Køge","2007",0.31262211801485,184362,30,34,31,36,33,12,0
"Køge","2008",0.353126048342956,184889,31,43,31,49,30,15,1
"Køge","2009",0.3254292147481,184560,37,35,34,29,39,8,1
"Køge","2010",0.311597374179431,199699,29,42,23,41,33,10,0
"Køge","2011",0.370169894012677,202267,31,51,36,46,30,14,1
"Køge","2012",0.347252517144502,206521,41,54,33,28,21,21,1
"Køge","2013",0.337539595991068,210935,31,58,39,28,25,11,1
"Køge","2014",0.320348100181588,217251,26,45,34,36,31,13,1
"Køge","2015",0.325546090916758,221728,38,52,38,37,19,9,0
"Køge","2016",0.290639406694728,224381,25,36,31,38,32,10,1
"Køge","2017",0.279492255735414,230812,11,41,45,34,29,8,0
"Køge","2018",0.289946318510173,236936,24,48,38,36,17,11,1
"Langeland","1995",0.273424474824942,100457,9,6,6,7,9,1,0
"Langeland","1996",0.184647850171459,104059,6,6,1,8,1,1,1
"Langeland","1997",0.14058106841612,106069,1,1,1,6,1,1,0
"Langeland","1998",0.120992135511192,109661,1,5,1,1,1,1,0
"Langeland","1999",0.183050847457627,112094,5,1,1,6,6,1,1
"Langeland","2000",0.0955892393827666,117088,1,1,1,1,1,1,0
"Langeland","2001",0.116734189384055,119712,1,1,1,1,5,0,0
"Langeland","2002",0.124601965942129,123638,1,1,5,1,1,0,0
"Langeland","2003",0.104268038370638,126487,1,1,1,1,5,0,0
"Langeland","2004",0.174837401216868,132848,7,1,5,1,5,1,0
"Langeland","2005",0.126555578991774,138031,1,1,1,6,1,0,0
"Langeland","2006",0.155807365439093,145760,1,6,1,5,5,1,0
"Langeland","2007",0.215254358900768,151466,9,1,5,6,5,1,0
"Langeland","2008",0.211047230914781,150802,6,5,5,5,1,1,1
"Langeland","2009",0.25805500258055,152868,6,8,1,7,5,6,0
"Langeland","2010",0.192450037009622,163831,1,1,8,6,1,1,0
"Langeland","2011",0.187659510583996,165598,1,1,7,1,5,1,0
"Langeland","2012",0.175652970826333,171838,9,1,6,1,1,1,0
"Langeland","2013",0.186610683461628,174085,1,7,1,1,5,1,0
"Langeland","2014",0.220559275305238,178437,1,9,8,5,1,0,0
"Langeland","2015",0.173954297461849,179988,5,1,5,1,1,1,0
"Langeland","2016",0.199250816928349,183295,1,6,1,5,5,1,0
"Langeland","2017",0.174908570519955,187483,1,5,1,6,1,1,0
"Langeland","2018",0.166126097618859,189623,1,5,6,6,1,1,0
"Lejre","1995",0.208263912029324,128253,8,9,10,18,1,1,0
"Lejre","1996",0.245240668384737,133698,8,14,8,13,9,7,0
"Lejre","1997",0.26051358392259,139646,14,8,11,16,12,1,0
"Lejre","1998",0.17478253800504,145091,7,9,6,7,9,5,0
"Lejre","1999",0.242522231204527,148862,7,5,10,18,19,1,0
"Lejre","2000",0.24024024024024,155519,10,9,7,19,10,1,1
"Lejre","2001",0.238597049349823,162432,6,8,8,27,7,1,0
"Lejre","2002",0.236789139271479,168008,13,5,5,11,21,1,1
"Lejre","2003",0.198931232203456,173344,9,6,7,8,17,1,0
"Lejre","2004",0.237197184741611,182843,8,9,1,19,13,8,0
"Lejre","2005",0.231026914635555,190147,9,8,13,10,11,7,1
"Lejre","2006",0.210469921934793,195173,8,7,10,10,14,6,0
"Lejre","2007",0.246576381776109,198041,12,5,11,17,14,5,1
"Lejre","2008",0.266887193173702,197298,13,12,7,15,15,9,0
"Lejre","2009",0.25393980132945,195820,9,11,12,11,18,6,1
"Lejre","2010",0.238859446144659,216889,12,7,11,15,11,7,1
"Lejre","2011",0.209236287550441,217508,12,9,10,11,8,6,0
"Lejre","2012",0.193402015844088,223167,1,15,1,11,10,8,0
"Lejre","2013",0.178432028549125,230093,6,9,7,10,15,1,0
"Lejre","2014",0.188965874986105,233233,10,10,1,6,13,8,0
"Lejre","2015",0.220815545414397,238443,6,12,15,8,12,6,1
"Lejre","2016",0.183036204561262,243866,10,9,5,8,16,1,0
"Lejre","2017",0.233559594190205,250901,7,8,10,18,17,1,1
"Lejre","2018",0.181527737438281,258246,13,11,1,13,8,1,0
"Lemvig","1995",0.161798871556588,109433,5,12,7,5,9,1,0
"Lemvig","1996",0.157526012519173,113335,5,1,8,6,6,10,0
"Lemvig","1997",0.17906221370867,118258,7,15,5,5,9,1,1
"Lemvig","1998",0.175511909736732,122606,12,10,5,6,5,1,1
"Lemvig","1999",0.1880249028538,124895,6,16,6,9,5,1,1
"Lemvig","2000",0.176004693458492,130183,1,6,10,14,7,1,1
"Lemvig","2001",0.143151867289798,136513,1,1,13,7,5,1,0
"Lemvig","2002",0.119438638399522,139684,8,6,5,1,5,1,0
"Lemvig","2003",0.137268359643102,140445,11,1,1,7,6,1,1
"Lemvig","2004",0.160027680463648,150287,1,11,8,1,11,0,0
"Lemvig","2005",0.131810193321617,154730,5,8,1,8,1,1,0
"Lemvig","2006",0.0845082951563403,165457,5,1,1,1,1,1,0
"Lemvig","2007",0.139407294149391,170353,6,1,1,8,6,1,0
"Lemvig","2008",0.126886300811166,163870,7,1,1,1,6,1,0
"Lemvig","2009",0.159482365806981,164417,1,7,7,9,1,1,1
"Lemvig","2010",0.119320789352914,185476,6,7,1,7,1,0,0
"Lemvig","2011",0.190219912777211,189387,9,8,6,9,1,5,0
"Lemvig","2012",0.0982042648709315,190977,1,1,1,6,5,1,0
"Lemvig","2013",0.155491683550865,202704,5,9,8,1,6,1,0
"Lemvig","2014",0.0764343381264033,201025,1,1,1,5,1,1,0
"Lemvig","2015",0.169434090138936,208170,6,7,5,11,1,1,0
"Lemvig","2016",0.132359429383793,215996,5,5,8,5,1,1,1
"Lemvig","2017",0.128135626632497,220222,5,5,6,7,1,1,0
"Lemvig","2018",0.129141210947201,217221,1,7,1,8,1,0,0
"Lolland","1995",0.273134701571486,99780,21,29,31,26,27,8,0
"Lolland","1996",0.271346919923792,102805,32,33,27,25,13,10,1
"Lolland","1997",0.294236427623608,105417,26,25,39,37,15,11,0
"Lolland","1998",0.33909471399783,110012,30,29,44,39,25,8,0
"Lolland","1999",0.266962859035816,112608,16,35,31,29,15,11,0
"Lolland","2000",0.265733992457844,116863,18,28,25,35,21,8,1
"Lolland","2001",0.270922904764709,121405,17,28,26,33,25,9,0
"Lolland","2002",0.258591760595353,126520,12,24,29,29,27,10,0
"Lolland","2003",0.290345033310132,130414,21,31,28,30,29,7,0
"Lolland","2004",0.232250830897369,137184,18,14,36,25,17,1,1
"Lolland","2005",0.254704966746852,141558,22,20,30,29,17,7,1
"Lolland","2006",0.285906835215553,146057,28,26,28,30,21,6,1
"Lolland","2007",0.318707077353292,147563,30,35,34,31,13,11,1
"Lolland","2008",0.360853605425247,150538,40,40,34,32,20,6,1
"Lolland","2009",0.311996147161673,156163,28,36,27,39,10,9,0
"Lolland","2010",0.289460241784437,166511,27,36,26,32,12,1,0
"Lolland","2011",0.312289909132311,168257,26,41,23,24,20,10,0
"Lolland","2012",0.360292654892686,173006,43,47,29,16,20,7,1
"Lolland","2013",0.344315419929787,178638,29,38,34,29,14,8,1
"Lolland","2014",0.218250321632053,182877,17,27,25,15,8,1,1
"Lolland","2015",0.302156935663816,184575,26,33,28,23,16,1,0
"Lolland","2016",0.236877902340635,185452,20,23,22,16,12,8,0
"Lolland","2017",0.210476528319735,189770,12,25,19,17,12,1,0
"Lolland","2018",0.185793911676433,193056,11,21,16,12,16,1,0
"Lyngby-Taarbæk","1995",0.29246843357941,135100,12,25,31,38,24,14,1
"Lyngby-Taarbæk","1996",0.334937825912555,143138,15,35,26,33,42,15,1
"Lyngby-Taarbæk","1997",0.341832780173699,152463,17,25,39,41,35,15,0
"Lyngby-Taarbæk","1998",0.282891067017292,158235,16,21,30,28,33,14,0
"Lyngby-Taarbæk","1999",0.299163925981694,164898,15,21,26,33,34,19,1
"Lyngby-Taarbæk","2000",0.306269635835523,174340,17,18,22,45,39,13,1
"Lyngby-Taarbæk","2001",0.275303325270879,180433,9,26,24,23,41,16,1
"Lyngby-Taarbæk","2002",0.254393174435443,187262,15,24,21,16,41,12,1
"Lyngby-Taarbæk","2003",0.268775319414148,192367,16,20,32,29,29,8,1
"Lyngby-Taarbæk","2004",0.291222552274448,203524,22,26,29,25,39,8,1
"Lyngby-Taarbæk","2005",0.2712600027126,217526,21,26,24,31,28,9,1
"Lyngby-Taarbæk","2006",0.238884179702551,224145,20,19,20,18,30,17,0
"Lyngby-Taarbæk","2007",0.255067534926861,230635,13,34,23,21,27,13,1
"Lyngby-Taarbæk","2008",0.258508425819744,226855,16,26,28,28,26,8,1
"Lyngby-Taarbæk","2009",0.291081269890553,223304,23,33,21,23,34,14,1
"Lyngby-Taarbæk","2010",0.285238432528667,254713,22,24,19,27,40,16,1
"Lyngby-Taarbæk","2011",0.257800356371081,263333,17,28,21,17,37,16,0
"Lyngby-Taarbæk","2012",0.255394264896434,271433,16,34,24,23,24,14,1
"Lyngby-Taarbæk","2013",0.267459138187221,282845,23,33,24,18,27,17,1
"Lyngby-Taarbæk","2014",0.213876136216974,298540,17,26,17,22,21,12,1
"Lyngby-Taarbæk","2015",0.175252838730877,321890,13,24,21,13,16,5,1
"Lyngby-Taarbæk","2016",0.176053142639345,310197,7,28,19,21,12,8,1
"Lyngby-Taarbæk","2017",0.195510499637944,313568,8,20,24,18,21,16,1
"Lyngby-Taarbæk","2018",0.171257571387367,322546,8,13,25,19,14,15,1
"Mariagerfjord","1995",0.214122221948758,106471,13,21,15,21,11,5,1
"Mariagerfjord","1996",0.238651860510423,110469,10,18,19,29,13,8,1
"Mariagerfjord","1997",0.232209375453534,115387,16,13,19,27,15,6,0
"Mariagerfjord","1998",0.22179898261771,119832,16,14,22,25,6,8,1
"Mariagerfjord","1999",0.250198474751606,122779,14,20,22,18,26,1,1
"Mariagerfjord","2000",0.268855922031783,127842,16,24,20,31,15,6,0
"Mariagerfjord","2001",0.249048109389593,132245,18,26,12,22,17,7,1
"Mariagerfjord","2002",0.238845896627496,136182,16,17,20,19,25,1,0
"Mariagerfjord","2003",0.230633886537638,140606,23,14,16,19,20,5,0
"Mariagerfjord","2004",0.197798007721272,149537,16,11,13,19,20,1,1
"Mariagerfjord","2005",0.207108339086343,154025,18,13,17,20,16,1,0
"Mariagerfjord","2006",0.192650731359258,160886,19,13,14,20,6,8,1
"Mariagerfjord","2007",0.217555807794173,165453,22,16,14,22,16,1,0
"Mariagerfjord","2008",0.213279583753252,163464,24,19,16,12,13,5,1
"Mariagerfjord","2009",0.222159861559328,166503,18,16,12,27,18,1,1
"Mariagerfjord","2010",0.279316496103652,180701,31,23,20,20,18,6,1
"Mariagerfjord","2011",0.223151367095744,184920,17,28,17,15,13,1,1
"Mariagerfjord","2012",0.254542883405218,190422,19,32,15,20,18,1,0
"Mariagerfjord","2013",0.237467645033364,193119,17,26,15,15,20,7,0
"Mariagerfjord","2014",0.251823343548809,197592,22,22,22,19,12,8,1
"Mariagerfjord","2015",0.199363934114967,200465,12,20,18,14,15,5,0
"Mariagerfjord","2016",0.204125228454107,204608,11,25,13,18,13,5,1
"Mariagerfjord","2017",0.187800123615271,210959,14,20,16,12,12,1,1
"Mariagerfjord","2018",0.199406528189911,216354,7,25,25,10,14,1,0
"Middelfart","1995",0.291734197730956,111008,16,17,20,23,15,8,0
"Middelfart","1996",0.243423175059389,115601,14,17,15,16,14,7,0
"Middelfart","1997",0.171756280748741,120989,10,14,16,9,6,1,0
"Middelfart","1998",0.242662352669286,126536,12,17,16,21,12,6,0
"Middelfart","1999",0.198247378250251,130409,11,8,22,14,5,9,0
"Middelfart","2000",0.217304283181792,136296,8,10,15,22,14,1,1
"Middelfart","2001",0.204737395854068,140713,8,13,12,14,20,5,0
"Middelfart","2002",0.214871359909528,146892,15,11,14,15,20,1,0
"Middelfart","2003",0.207941102087841,150376,11,8,17,14,15,9,0
"Middelfart","2004",0.167789927011382,158209,15,10,10,8,14,1,1
"Middelfart","2005",0.215988702129427,164589,18,10,10,20,17,1,0
"Middelfart","2006",0.181234039047697,169978,17,8,9,13,10,8,1
"Middelfart","2007",0.217562753256642,175315,18,21,6,19,11,5,0
"Middelfart","2008",0.17438428931695,176057,13,20,8,14,6,1,0
"Middelfart","2009",0.183388704318937,181640,17,12,10,15,12,1,1
"Middelfart","2010",0.223042404609543,197527,14,18,16,14,16,6,0
"Middelfart","2011",0.190976366674624,197333,16,14,12,15,11,1,0
"Middelfart","2012",0.202063171328299,204818,11,11,20,14,15,5,0
"Middelfart","2013",0.258508115022786,209102,12,24,15,18,15,13,0
"Middelfart","2014",0.214939631152979,212585,19,15,10,16,19,1,1
"Middelfart","2015",0.229812187970521,221205,12,19,15,20,12,7,1
"Middelfart","2016",0.258486534961623,221910,12,29,22,15,15,5,0
"Middelfart","2017",0.212637492452682,232668,11,23,14,14,13,5,1
"Middelfart","2018",0.167495420047108,235139,11,11,14,14,12,1,0
"Morsø","1995",0.194451646357272,103837,10,9,11,7,1,5,0
"Morsø","1996",0.177235983227424,108570,10,9,11,7,1,0,0
"Morsø","1997",0.260552371026576,111771,6,15,16,10,13,0,0
"Morsø","1998",0.195126181597433,115321,5,13,10,9,5,1,1
"Morsø","1999",0.195363375879135,117079,7,14,10,1,8,1,1
"Morsø","2000",0.191395884988473,123162,6,9,10,12,1,1,0
"Morsø","2001",0.16662281855652,129034,6,1,7,10,11,0,0
"Morsø","2002",0.176475778699374,131935,1,10,13,5,6,1,0
"Morsø","2003",0.242589978828511,134464,7,11,6,12,15,1,0
"Morsø","2004",0.167874182717795,148113,1,7,12,10,5,1,0
"Morsø","2005",0.137906490502247,150137,5,1,1,10,7,1,0
"Morsø","2006",0.134330363139748,154168,7,6,7,7,1,1,0
"Morsø","2007",0.198233916020905,153034,12,8,1,11,6,1,1
"Morsø","2008",0.181069213706939,154331,10,7,1,11,7,1,0
"Morsø","2009",0.235315413159562,156798,7,10,11,9,12,1,0
"Morsø","2010",0.21527046214446,166264,7,15,7,1,9,1,1
"Morsø","2011",0.175925925925926,174164,6,16,1,7,1,1,0
"Morsø","2012",0.167644593461861,178822,8,7,9,1,5,1,0
"Morsø","2013",0.141582896786068,184638,1,13,5,1,1,1,0
"Morsø","2014",0.180926534304623,186678,6,8,7,7,5,5,0
"Morsø","2015",0.211375864719447,190725,6,12,9,7,8,1,0
"Morsø","2016",0.121188617965001,192683,1,9,5,7,1,1,0
"Morsø","2017",0.232276796515848,200628,8,17,9,5,5,1,1
"Morsø","2018",0.243735985180852,202190,7,16,14,9,1,1,0
"Norddjurs","1995",0.315159155373464,107833,23,23,25,23,17,5,1
"Norddjurs","1996",0.274853497899704,111563,21,14,20,28,19,1,1
"Norddjurs","1997",0.244788579968564,114709,15,21,14,24,16,1,1
"Norddjurs","1998",0.195654412521882,118180,11,14,17,16,14,1,1
"Norddjurs","1999",0.265211010119216,121907,10,20,16,32,21,1,0
"Norddjurs","2000",0.242392986075297,125641,9,14,22,32,12,1,1
"Norddjurs","2001",0.245808321258539,129870,12,16,15,22,23,7,0
"Norddjurs","2002",0.223579877810997,134347,17,16,13,21,14,5,0
"Norddjurs","2003",0.224707357859532,138086,15,15,18,11,22,1,1
"Norddjurs","2004",0.255721107428959,146112,18,18,18,19,16,9,0
"Norddjurs","2005",0.258837063375863,151407,25,17,15,19,18,5,0
"Norddjurs","2006",0.205814922884535,156513,14,14,15,18,14,1,0
"Norddjurs","2007",0.200871311924452,161731,22,12,13,12,14,1,0
"Norddjurs","2008",0.233275446463285,160051,21,21,14,18,10,6,0
"Norddjurs","2009",0.273508726230789,162946,21,25,17,16,13,11,1
"Norddjurs","2010",0.27786515675789,176149,20,27,22,19,16,1,0
"Norddjurs","2011",0.220884062163086,180328,15,18,13,16,11,11,0
"Norddjurs","2012",0.248178265920372,183718,13,20,13,18,15,14,1
"Norddjurs","2013",0.249769948731432,187709,18,29,12,12,15,9,0
"Norddjurs","2014",0.21094264996704,191447,19,24,15,6,12,1,1
"Norddjurs","2015",0.22956356535965,195317,22,19,16,13,11,6,0
"Norddjurs","2016",0.222839765100671,197067,10,36,22,8,7,1,0
"Norddjurs","2017",0.228352450195543,203237,6,27,23,20,8,1,0
"Norddjurs","2018",0.2696546849229,207855,9,26,28,23,13,1,0
"Nordfyns","1995",0.211818769297049,107524,9,17,12,10,11,0,0
"Nordfyns","1996",0.245901639344262,110704,6,19,12,14,11,7,0
"Nordfyns","1997",0.251505490612823,115178,10,11,14,22,9,1,1
"Nordfyns","1998",0.191720514095008,119949,6,14,7,12,14,1,0
"Nordfyns","1999",0.184312196505157,121805,10,8,8,15,1,5,1
"Nordfyns","2000",0.215814611710596,127846,10,14,10,13,6,8,0
"Nordfyns","2001",0.210911136107987,132637,8,14,12,16,9,1,0
"Nordfyns","2002",0.17230466277516,136727,6,1,13,12,11,1,0
"Nordfyns","2003",0.137217648300612,138670,1,11,6,6,10,1,0
"Nordfyns","2004",0.178665265370468,147639,11,8,10,10,8,1,0
"Nordfyns","2005",0.184958994939801,152262,11,5,10,12,12,1,0
"Nordfyns","2006",0.152375675301288,159631,7,5,5,13,11,1,0
"Nordfyns","2007",0.205514642918308,160911,13,11,8,10,13,1,1
"Nordfyns","2008",0.230743128605361,159335,13,9,7,17,15,6,1
"Nordfyns","2009",0.212471754746889,163963,9,13,12,13,14,1,0
"Nordfyns","2010",0.256427559214522,178366,16,24,13,15,7,1,0
"Nordfyns","2011",0.227064764293219,184924,14,10,17,12,8,6,0
"Nordfyns","2012",0.204568700988749,188012,10,15,10,8,14,1,1
"Nordfyns","2013",0.2087325485902,193530,14,11,5,16,13,1,0
"Nordfyns","2014",0.230509874079681,196073,13,17,12,13,11,1,0
"Nordfyns","2015",0.254908715122287,199840,16,21,10,10,12,5,0
"Nordfyns","2016",0.197965731449246,201672,12,10,12,11,8,1,1
"Nordfyns","2017",0.193574679073558,208757,6,10,13,18,5,1,1
"Nordfyns","2018",0.203279577178479,214266,10,12,11,14,9,1,1
"Nyborg","1995",0.228195577032786,107531,14,14,18,15,6,1,0
"Nyborg","1996",0.231007854267045,110688,12,13,7,23,11,1,1
"Nyborg","1997",0.128428886620344,114666,7,5,8,1,9,5,1
"Nyborg","1998",0.141396205320443,119612,8,10,5,10,8,1,0
"Nyborg","1999",0.249827421846751,121582,14,14,5,22,15,5,1
"Nyborg","2000",0.204209347518198,126896,7,11,9,16,17,1,0
"Nyborg","2001",0.141713080446891,131102,9,12,10,7,5,0,0
"Nyborg","2002",0.203132166961536,136056,9,15,12,14,10,1,0
"Nyborg","2003",0.186701604978709,141278,8,9,12,11,13,1,0
"Nyborg","2004",0.246929625056859,148457,12,12,10,17,20,5,0
"Nyborg","2005",0.219291173530265,152649,13,14,10,15,12,1,0
"Nyborg","2006",0.182645475519098,159766,12,12,1,14,12,1,0
"Nyborg","2007",0.180906436460581,163164,11,14,10,12,7,1,0
"Nyborg","2008",0.227797639763344,165847,8,18,19,11,10,6,0
"Nyborg","2009",0.204956801412625,171287,9,13,15,12,11,5,0
"Nyborg","2010",0.242978857683812,182827,14,17,13,16,7,9,1
"Nyborg","2011",0.209530461284485,185598,9,12,16,10,15,1,0
"Nyborg","2012",0.241377119989837,189331,11,12,20,14,16,1,0
"Nyborg","2013",0.226475279106858,192813,15,12,16,11,13,1,1
"Nyborg","2014",0.245896404164272,197224,11,18,11,9,18,8,1
"Nyborg","2015",0.24387926392804,200214,10,16,13,21,12,5,0
"Nyborg","2016",0.169353321206799,202796,6,13,14,8,6,6,1
"Nyborg","2017",0.177338062348329,208179,8,13,13,14,5,1,0
"Nyborg","2018",0.1998001998002,215483,1,16,11,18,12,1,0
"Næstved","1995",0.314431313021793,110577,35,49,51,47,26,22,1
"Næstved","1996",0.292863312459512,114362,29,49,48,51,32,7,1
"Næstved","1997",0.313306798623064,118768,23,61,43,60,39,5,1
"Næstved","1998",0.269061897622617,124214,29,56,41,33,28,13,1
"Næstved","1999",0.250426257459506,128231,21,45,30,38,35,18,1
"Næstved","2000",0.311931720137515,132397,29,41,47,53,54,10,1
"Næstved","2001",0.281117607464794,137206,27,50,49,47,31,9,0
"Næstved","2002",0.262377666413035,142938,33,36,41,43,31,15,1
"Næstved","2003",0.268449379047917,147243,35,38,48,38,36,11,0
"Næstved","2004",0.270866385481562,155388,38,52,34,34,35,15,1
"Næstved","2005",0.260051500395176,161231,40,37,36,49,28,13,1
"Næstved","2006",0.332980172544271,166650,64,43,47,51,42,14,1
"Næstved","2007",0.304493779092259,172441,42,45,37,52,48,19,1
"Næstved","2008",0.336917207550909,170481,45,67,47,59,37,14,1
"Næstved","2009",0.310052622476962,176156,41,64,43,48,38,16,1
"Næstved","2010",0.319311569188283,189326,41,76,39,53,40,10,0
"Næstved","2011",0.295196571273298,192912,41,63,45,44,32,9,5
"Næstved","2012",0.322174492667753,197967,58,59,54,41,33,16,0
"Næstved","2013",0.320343013442086,202549,35,66,45,57,42,13,1
"Næstved","2014",0.304548580410649,205699,28,57,51,50,40,21,1
"Næstved","2015",0.309718804705767,210156,35,74,57,38,33,15,1
"Næstved","2016",0.297539530251876,213168,40,61,62,35,33,13,1
"Næstved","2017",0.320897058645451,219169,38,67,60,42,33,23,1
"Næstved","2018",0.207383828884227,223879,20,43,49,31,23,6,0
"Odder","1995",0.264921302789466,114477,11,6,12,15,5,1,0
"Odder","1996",0.385227798037906,118816,8,9,13,19,19,5,1
"Odder","1997",0.301836598966593,123350,10,8,13,8,13,7,0
"Odder","1998",0.187341772151899,130661,10,7,6,7,1,1,0
"Odder","1999",0.202347227842979,136536,5,6,11,7,8,1,0
"Odder","2000",0.231144163609869,141579,1,5,8,13,15,1,0
"Odder","2001",0.163722960904941,145083,1,1,11,9,1,1,0
"Odder","2002",0.24514610707982,149908,8,8,5,10,13,5,1
"Odder","2003",0.202624469316866,154240,6,7,6,5,12,6,0
"Odder","2004",0.177347457220917,164544,12,7,1,11,1,1,0
"Odder","2005",0.212937112572754,170445,6,11,9,10,5,1,0
"Odder","2006",0.253140821301331,176075,12,6,9,12,10,5,0
"Odder","2007",0.274814849317621,178910,7,11,5,12,16,8,0
"Odder","2008",0.231889435117336,176608,16,10,6,6,8,1,0
"Odder","2009",0.189876348816746,185073,7,8,9,9,1,1,1
"Odder","2010",0.257815017724782,200585,19,11,7,14,1,1,0
"Odder","2011",0.233388248215266,204311,6,10,5,8,13,9,0
"Odder","2012",0.298864315600717,210477,9,15,7,13,12,8,1
"Odder","2013",0.192660550458716,215912,1,15,5,9,1,6,0
"Odder","2014",0.188306618288706,220531,1,18,8,5,1,1,0
"Odder","2015",0.159613279824881,222963,10,8,1,6,8,1,0
"Odder","2016",0.171704848402693,227984,1,9,7,9,8,1,0
"Odder","2017",0.174645112175899,233238,5,9,9,5,6,5,0
"Odder","2018",0.198886237072395,238007,7,11,7,8,7,5,0
