"Municipalities","Year","Abor_pr_capita","Income_pr_capita","Abor_pr_capita15_19","Abor_pr_capita20_24","Abor_pr_capita25_29","Abor_pr_capita30_34","Abor_pr_capita35_39","Abor_pr_capita40_44","Abor_pr_capita45_49"
"Odense","1995",0.337317993396015,106172,68,179,158,101,74,31,5
"Odense","1996",0.341025473404371,109910,77,166,157,122,65,36,1
"Odense","1997",0.298133003160536,114537,62,136,141,106,73,28,1
"Odense","1998",0.293121417404898,120121,74,126,140,109,61,28,1
"Odense","1999",0.293598570681541,123121,68,138,114,97,87,33,1
"Odense","2000",0.278394014528688,127145,74,126,129,94,66,22,1
"Odense","2001",0.301593436804198,131172,93,134,136,106,62,16,7
"Odense","2002",0.297884854161675,135811,71,134,132,109,75,24,1
"Odense","2003",0.298956095231894,139927,82,126,112,121,82,28,0
"Odense","2004",0.277528805762232,147206,81,142,102,83,69,36,1
"Odense","2005",0.291062080690371,152747,73,140,119,99,72,34,1
"Odense","2006",0.309761783541896,158000,107,139,112,108,74,38,0
"Odense","2007",0.303087097378779,165455,92,148,101,111,74,37,1
"Odense","2008",0.333276271585389,165768,103,175,113,117,82,32,1
"Odense","2009",0.312352005278589,170798,102,165,110,97,76,32,5
"Odense","2010",0.310948897376269,184436,76,169,116,99,89,34,1
"Odense","2011",0.350600541407133,186960,92,198,132,116,93,34,1
"Odense","2012",0.340274515943844,187409,67,232,118,108,90,34,1
"Odense","2013",0.315457413249211,192896,69,192,123,85,99,41,1
"Odense","2014",0.318186693360981,196374,69,181,169,80,84,39,1
"Odense","2015",0.30332185537776,201180,76,178,148,77,76,40,1
"Odense","2016",0.280944052429488,203000,52,155,135,98,81,37,1
"Odense","2017",0.275225240946735,206649,65,136,141,99,74,31,6
"Odense","2018",0.214976179650898,211967,32,129,131,69,54,20,0
"Odsherred","1995",0.261602557891677,107405,7,18,23,18,12,1,1
"Odsherred","1996",0.262879492193761,111578,13,11,17,20,14,7,0
"Odsherred","1997",0.273841744945072,114927,12,18,21,18,11,1,1
"Odsherred","1998",0.310588533578424,119162,17,20,18,19,15,8,1
"Odsherred","1999",0.239513409599445,121969,14,13,13,17,14,5,0
"Odsherred","2000",0.265533722782793,126248,11,19,18,18,12,5,1
"Odsherred","2001",0.25786007207655,130472,7,15,21,19,18,1,0
"Odsherred","2002",0.219617062080485,136209,11,12,14,11,17,5,1
"Odsherred","2003",0.261925305065944,140760,16,18,19,15,16,1,0
"Odsherred","2004",0.237003293422389,148054,22,9,11,16,16,1,0
"Odsherred","2005",0.232139039066557,155033,16,15,9,22,12,1,1
"Odsherred","2006",0.240194588020675,160442,18,15,16,16,9,5,0
"Odsherred","2007",0.257731958762887,162555,20,15,11,21,10,8,0
"Odsherred","2008",0.280720818618129,161163,24,14,16,18,15,6,0
"Odsherred","2009",0.235230254229621,165045,15,19,8,19,12,5,0
"Odsherred","2010",0.248259158340902,177967,24,14,13,9,13,7,1
"Odsherred","2011",0.283148119957376,180222,27,19,19,13,12,1,0
"Odsherred","2012",0.300245098039216,185686,26,21,21,8,15,7,0
"Odsherred","2013",0.258843830888697,190481,21,23,12,7,14,6,1
"Odsherred","2014",0.184422450359624,194726,12,14,13,11,6,1,0
"Odsherred","2015",0.244910454615031,198086,15,30,11,10,11,1,0
"Odsherred","2016",0.243783520234032,200701,12,23,16,15,9,5,0
"Odsherred","2017",0.257396360112649,206201,10,25,15,17,11,6,1
"Odsherred","2018",0.202520932200828,210297,6,18,19,14,8,1,0
"Randers","1995",0.301835246425345,107324,55,53,59,59,32,16,0
"Randers","1996",0.293889501917383,111908,40,65,62,52,34,15,1
"Randers","1997",0.255888149656457,115953,31,47,63,54,33,7,0
"Randers","1998",0.245049990198,120986,29,52,52,43,28,18,1
"Randers","1999",0.268198816000349,124837,48,48,52,46,40,11,1
"Randers","2000",0.268459305497959,128679,38,52,48,50,49,9,0
"Randers","2001",0.275491092817631,132944,45,50,54,50,37,17,0
"Randers","2002",0.250100583930494,138124,33,58,46,47,32,13,1
"Randers","2003",0.258701276114698,141700,35,58,50,49,37,9,0
"Randers","2004",0.245847248360112,150418,39,54,37,44,31,20,1
"Randers","2005",0.258218509276337,155357,42,52,47,47,37,12,1
"Randers","2006",0.261181143153169,161043,52,56,46,40,38,10,0
"Randers","2007",0.269938914221802,165695,46,59,40,57,40,9,0
"Randers","2008",0.293665370979454,166411,55,63,50,41,49,15,1
"Randers","2009",0.269578968595111,170049,41,63,43,47,42,14,1
"Randers","2010",0.319788918205805,182432,54,90,52,45,41,21,0
"Randers","2011",0.274869384586332,185608,55,87,43,37,26,11,1
"Randers","2012",0.273612097414261,189553,47,76,50,39,41,6,1
"Randers","2013",0.330184257397898,193219,46,95,67,52,40,14,1
"Randers","2014",0.277134820381346,196159,47,61,58,48,36,15,1
"Randers","2015",0.309917355371901,201261,39,79,81,42,38,19,1
"Randers","2016",0.283018867924528,204527,39,89,58,47,26,16,1
"Randers","2017",0.317984467681771,209411,24,79,89,61,40,18,1
"Randers","2018",0.320561746298275,216009,21,89,82,64,35,20,1
"Rebild","1995",0.240883486510525,109694,10,9,11,16,13,6,0
"Rebild","1996",0.198048852050172,113250,12,7,13,9,6,7,0
"Rebild","1997",0.274936764544155,118242,10,6,16,21,13,9,0
"Rebild","1998",0.193522474166575,123121,11,7,11,9,11,1,0
"Rebild","1999",0.298279436906624,126919,15,18,8,20,9,10,1
"Rebild","2000",0.22463768115942,133095,12,8,13,14,8,6,1
"Rebild","2001",0.205257472092186,138547,7,6,8,19,11,5,1
"Rebild","2002",0.182090831191088,142334,11,8,8,6,15,1,0
"Rebild","2003",0.209815078236131,145465,10,1,13,18,9,5,0
"Rebild","2004",0.223420100716363,156351,13,8,14,14,10,1,0
"Rebild","2005",0.130391880462363,161358,1,8,5,7,8,1,1
"Rebild","2006",0.22915564956813,168983,8,14,12,15,14,1,0
"Rebild","2007",0.202563475709845,171714,15,10,6,8,12,6,1
"Rebild","2008",0.170416999965221,168398,10,5,12,10,9,1,1
"Rebild","2009",0.179930795847751,176004,13,5,9,9,11,5,0
"Rebild","2010",0.190628032718702,189881,9,10,13,7,13,1,0
"Rebild","2011",0.165860400829302,198058,13,7,9,6,8,1,1
"Rebild","2012",0.159108989657916,204486,9,10,7,9,8,1,0
"Rebild","2013",0.214785560867457,211397,11,17,9,8,8,8,1
"Rebild","2014",0.256997985691464,215056,18,12,13,9,10,10,1
"Rebild","2015",0.20444228836758,218859,6,14,16,13,5,5,0
"Rebild","2016",0.154379223987101,223042,9,11,10,6,1,5,0
"Rebild","2017",0.190534517369263,231559,1,13,15,11,8,5,0
"Rebild","2018",0.191102021658229,238925,8,12,12,10,9,5,1
"Ringkøbing-Skjern","1995",0.150969893794435,112773,19,17,13,14,17,6,0
"Ringkøbing-Skjern","1996",0.170505950309694,115759,20,18,18,26,13,1,0
"Ringkøbing-Skjern","1997",0.202436215140833,120752,17,27,15,29,23,5,0
"Ringkøbing-Skjern","1998",0.176246815342198,126169,14,17,22,25,18,5,0
"Ringkøbing-Skjern","1999",0.167299850127218,127596,16,17,13,25,19,1,1
"Ringkøbing-Skjern","2000",0.181209924728185,133488,19,21,17,22,17,7,1
"Ringkøbing-Skjern","2001",0.130054796420892,141786,9,13,15,12,16,9,1
"Ringkøbing-Skjern","2002",0.162447075088568,143074,12,18,29,17,14,1,0
"Ringkøbing-Skjern","2003",0.132564345355944,145437,7,16,9,15,21,7,1
"Ringkøbing-Skjern","2004",0.14340757122864,156366,17,12,18,19,11,5,1
"Ringkøbing-Skjern","2005",0.157390432045384,163555,25,13,16,20,10,7,0
"Ringkøbing-Skjern","2006",0.152317651538754,172308,17,11,20,15,18,7,0
"Ringkøbing-Skjern","2007",0.156594162995595,174267,14,22,16,18,16,5,0
"Ringkøbing-Skjern","2008",0.174753289473684,166940,19,28,19,15,12,9,0
"Ringkøbing-Skjern","2009",0.158155196163461,171904,22,20,17,18,9,6,1
"Ringkøbing-Skjern","2010",0.152295556049898,186306,14,22,12,14,20,5,1
"Ringkøbing-Skjern","2011",0.137769511607081,191423,19,16,10,14,11,10,0
"Ringkøbing-Skjern","2012",0.133006287569958,197298,20,16,16,12,6,6,1
"Ringkøbing-Skjern","2013",0.165134106276834,201816,18,24,14,15,14,8,1
"Ringkøbing-Skjern","2014",0.131364615627135,204248,15,16,17,11,12,1,0
"Ringkøbing-Skjern","2015",0.159531573226745,207635,11,22,25,15,14,1,0
"Ringkøbing-Skjern","2016",0.14525980503684,208666,15,12,17,15,16,7,1
"Ringkøbing-Skjern","2017",0.140296727578829,218399,6,17,17,18,17,1,1
"Ringkøbing-Skjern","2018",0.131567406367862,221198,7,19,19,12,14,1,0
"Ringsted","1995",0.280141108113717,113901,18,12,22,18,9,1,1
"Ringsted","1996",0.340592424398803,118005,10,22,22,22,14,9,0
"Ringsted","1997",0.310024112986566,122130,15,22,18,21,11,1,1
"Ringsted","1998",0.311185582874534,126715,11,17,23,24,9,5,1
"Ringsted","1999",0.315746587899776,131882,11,23,17,22,16,1,0
"Ringsted","2000",0.297830575016076,136036,12,22,21,16,13,1,0
"Ringsted","2001",0.305687124189593,141307,10,16,16,29,15,1,1
"Ringsted","2002",0.206542741022053,146528,8,10,11,12,19,1,0
"Ringsted","2003",0.239123214878778,151424,6,15,17,16,16,1,1
"Ringsted","2004",0.266289696889999,160761,14,13,14,21,16,1,0
"Ringsted","2005",0.278949075575738,166863,11,14,15,22,16,8,0
"Ringsted","2006",0.308741236251367,172900,26,16,19,13,12,10,0
"Ringsted","2007",0.266937841616881,178779,13,16,17,13,16,8,1
"Ringsted","2008",0.345880593294279,178548,15,24,21,26,15,9,1
"Ringsted","2009",0.342149066025522,180589,18,17,26,20,21,7,1
"Ringsted","2010",0.380554873557574,195884,13,43,23,25,13,7,0
"Ringsted","2011",0.380054727880815,197182,10,31,28,22,22,12,0
"Ringsted","2012",0.346876602419087,202268,13,29,24,18,22,8,1
"Ringsted","2013",0.310082186832044,206886,16,31,21,13,14,6,1
"Ringsted","2014",0.27287175027737,210613,13,22,25,17,10,1,1
"Ringsted","2015",0.324665653948113,214485,16,22,30,19,14,7,1
"Ringsted","2016",0.276218741735476,217832,15,23,19,19,11,5,1
"Ringsted","2017",0.286056218803818,225324,9,31,15,19,17,7,0
"Ringsted","2018",0.290082093232385,229385,11,26,24,16,11,11,1
"Roskilde","1995",0.255663563157103,124667,24,34,37,51,25,14,1
"Roskilde","1996",0.344243409907163,129608,31,50,60,50,40,17,6
"Roskilde","1997",0.307223801759799,136230,20,45,65,47,38,11,1
"Roskilde","1998",0.304089806963255,143090,31,40,47,60,34,13,1
"Roskilde","1999",0.304470420036801,147348,26,47,51,55,40,10,1
"Roskilde","2000",0.297427968711102,153556,26,48,38,55,49,10,1
"Roskilde","2001",0.320396409484771,160295,25,40,48,69,48,15,1
"Roskilde","2002",0.302901408813787,167259,36,43,39,54,47,14,1
"Roskilde","2003",0.293420462553655,171899,25,42,46,55,47,11,1
"Roskilde","2004",0.275940996948118,181251,40,47,30,40,45,15,0
"Roskilde","2005",0.307146183960423,187680,40,49,28,43,54,29,1
"Roskilde","2006",0.28587409110683,193899,42,47,36,53,40,11,1
"Roskilde","2007",0.307342903341274,199957,39,58,36,49,45,22,0
"Roskilde","2008",0.324711539653228,198139,39,70,40,37,55,19,1
"Roskilde","2009",0.338315802423571,196563,53,68,46,42,37,25,1
"Roskilde","2010",0.269686504692057,214795,54,49,23,37,37,19,1
"Roskilde","2011",0.299241598216665,219158,50,57,41,41,42,15,1
"Roskilde","2012",0.294694299770259,224768,45,50,42,42,44,20,1
"Roskilde","2013",0.265696435837901,229263,51,54,34,36,34,13,0
"Roskilde","2014",0.241038245526544,236919,33,48,46,24,33,18,1
"Roskilde","2015",0.251687719050643,242144,33,67,41,23,26,22,1
"Roskilde","2016",0.199519760576287,246634,13,57,35,22,30,11,1
"Roskilde","2017",0.228696201804287,253903,25,66,41,27,27,12,1
"Roskilde","2018",0.191114874917031,260890,22,44,36,24,30,9,1
"Rudersdal","1995",0.343106674984404,156140,18,31,31,33,40,21,1
"Rudersdal","1996",0.337916119564378,166804,22,21,25,51,41,13,1
"Rudersdal","1997",0.284677111196026,178605,19,23,26,42,28,11,0
"Rudersdal","1998",0.297324083250743,191180,14,18,23,29,46,25,1
"Rudersdal","1999",0.262912229228981,194957,18,17,16,33,36,15,1
"Rudersdal","2000",0.323513739818832,214996,16,25,31,32,44,18,1
"Rudersdal","2001",0.32067094227923,217606,12,15,23,49,44,24,1
"Rudersdal","2002",0.256463444530351,230698,15,24,17,31,35,14,0
"Rudersdal","2003",0.28012784357962,234135,13,24,13,32,49,17,1
"Rudersdal","2004",0.268051285896378,252036,17,18,17,26,43,22,0
"Rudersdal","2005",0.27228138229425,267556,20,15,17,30,42,19,1
"Rudersdal","2006",0.265481831087185,285218,21,26,17,18,30,32,0
"Rudersdal","2007",0.215173437210165,287362,23,12,14,21,30,14,1
"Rudersdal","2008",0.224618983088604,266930,29,11,20,15,27,18,1
"Rudersdal","2009",0.259667995919503,254810,25,25,20,21,22,23,1
"Rudersdal","2010",0.27367570347513,306853,24,32,12,19,42,19,1
"Rudersdal","2011",0.246507806080526,316723,22,28,20,15,29,20,1
"Rudersdal","2012",0.215998535603148,334819,23,19,17,18,27,14,0
"Rudersdal","2013",0.227989859011071,353767,20,20,20,15,35,13,1
"Rudersdal","2014",0.207144674201403,370374,8,26,17,17,32,11,1
"Rudersdal","2015",0.18939052325896,379354,20,21,12,13,26,11,1
"Rudersdal","2016",0.175819444195267,402149,12,28,12,17,21,8,0
"Rudersdal","2017",0.153207560614968,408095,7,17,7,17,28,8,1
"Rudersdal","2018",0.200039293432639,412461,17,16,18,21,22,16,1
"Rødovre","1995",0.355029585798817,113229,17,28,28,32,18,1,1
"Rødovre","1996",0.353863004465414,117083,12,24,27,43,12,8,0
"Rødovre","1997",0.348814312638893,121541,21,19,27,36,18,1,0
"Rødovre","1998",0.396216412288289,127103,18,25,32,30,29,8,0
"Rødovre","1999",0.430507721364293,130701,18,36,27,45,21,8,0
"Rødovre","2000",0.39375499077567,135255,23,26,27,34,22,10,1
"Rødovre","2001",0.358305297995131,140854,25,26,23,31,22,1,1
"Rødovre","2002",0.39353939493318,145912,26,28,38,27,15,9,1
"Rødovre","2003",0.417815887927032,152317,19,27,40,40,18,9,0
"Rødovre","2004",0.359979115715424,159483,27,23,32,24,14,7,1
"Rødovre","2005",0.385547477417933,165924,30,21,31,24,27,7,0
"Rødovre","2006",0.413630636059826,170876,35,30,26,27,20,13,0
"Rødovre","2007",0.372475444211456,175908,24,34,29,26,14,8,0
"Rødovre","2008",0.445440460380699,180599,27,34,31,29,31,8,1
"Rødovre","2009",0.358838467483714,179581,26,29,17,24,24,10,0
"Rødovre","2010",0.367068694284216,192209,21,36,25,31,16,1,1
"Rødovre","2011",0.38878545613843,196608,18,36,33,18,30,7,0
"Rødovre","2012",0.406691429655939,200326,13,56,25,20,20,16,0
"Rødovre","2013",0.388209151026746,205730,24,30,29,29,25,7,1
"Rødovre","2014",0.338197699190456,210786,10,35,24,27,18,12,1
"Rødovre","2015",0.339135733778449,216505,13,35,39,18,17,6,0
"Rødovre","2016",0.294721330456292,220440,15,31,32,20,9,5,0
"Rødovre","2017",0.270186012677959,226083,8,30,29,20,13,1,0
"Rødovre","2018",0.259258317871032,232107,8,25,20,22,21,5,1
"Silkeborg","1995",0.270891373842934,116161,26,46,42,54,34,8,1
"Silkeborg","1996",0.300940916536513,123309,33,58,52,48,25,19,1
"Silkeborg","1997",0.223877765269855,124794,27,31,31,48,31,8,1
"Silkeborg","1998",0.265501133389272,131164,25,46,38,59,32,9,1
"Silkeborg","1999",0.256797018162779,134826,18,40,41,62,35,10,0
"Silkeborg","2000",0.244507881345414,140678,19,39,41,46,36,14,1
"Silkeborg","2001",0.211825268784098,144802,17,35,34,44,31,9,1
"Silkeborg","2002",0.19933473560632,150402,18,26,28,45,39,7,0
"Silkeborg","2003",0.186438420842363,156067,22,18,32,35,39,7,1
"Silkeborg","2004",0.176280129511932,165406,36,24,27,28,24,8,0
"Silkeborg","2005",0.212672425059703,171537,35,30,30,46,25,12,1
"Silkeborg","2006",0.202633058470765,179386,29,28,38,32,28,18,0
"Silkeborg","2007",0.238040212618442,183001,39,46,37,35,34,12,1
"Silkeborg","2008",0.206018015130879,181306,26,42,29,33,39,9,1
"Silkeborg","2009",0.231776040719869,187638,40,35,35,47,33,10,1
"Silkeborg","2010",0.230557972898136,196921,30,48,40,35,36,15,0
"Silkeborg","2011",0.212567341108724,196924,36,38,35,26,39,14,1
"Silkeborg","2012",0.244044420562422,206829,41,53,34,39,36,14,1
"Silkeborg","2013",0.237279788686679,211472,34,55,37,36,28,21,1
"Silkeborg","2014",0.219785123782535,203470,26,46,39,38,28,18,1
"Silkeborg","2015",0.226626377532883,223506,23,55,41,36,34,15,0
"Silkeborg","2016",0.207233324882329,233727,21,55,37,33,29,11,1
"Silkeborg","2017",0.195096287690301,236754,18,39,53,31,28,8,1
"Silkeborg","2018",0.201034512735808,242114,26,38,42,30,31,16,1
"Skanderborg","1995",0.270577300423422,117234,19,23,27,31,23,6,1
"Skanderborg","1996",0.304878048780488,122430,15,19,30,37,39,8,1
"Skanderborg","1997",0.3041485867229,128109,21,28,29,36,28,7,1
"Skanderborg","1998",0.194599366047426,134198,10,15,19,26,14,13,0
"Skanderborg","1999",0.239670403676267,139017,17,16,22,33,25,6,1
"Skanderborg","2000",0.199815855975865,144354,18,15,16,25,21,6,1
"Skanderborg","2001",0.246233786377649,148815,17,16,21,31,32,10,0
"Skanderborg","2002",0.243972721160311,154968,13,25,18,27,34,9,1
"Skanderborg","2003",0.222281328368417,160751,17,22,13,24,32,9,0
"Skanderborg","2004",0.156070777157255,170757,12,13,10,18,20,10,0
"Skanderborg","2005",0.155242196307453,178861,16,11,9,28,17,1,0
"Skanderborg","2006",0.199432805781722,187682,14,16,11,23,34,11,0
"Skanderborg","2007",0.213381555153707,191337,21,13,15,23,28,17,1
"Skanderborg","2008",0.192705731211191,189378,19,18,10,27,19,15,0
"Skanderborg","2009",0.192457094427573,194101,18,23,11,23,22,11,1
"Skanderborg","2010",0.232099541036246,212090,27,28,15,23,29,10,1
"Skanderborg","2011",0.168061403052827,217897,15,12,14,25,22,9,0
"Skanderborg","2012",0.201696317749276,224700,19,17,20,25,21,14,1
"Skanderborg","2013",0.179020208627397,229900,20,23,13,17,21,9,1
"Skanderborg","2014",0.163297579757976,236632,13,21,22,17,13,9,0
"Skanderborg","2015",0.178626110033684,241806,14,24,18,18,21,9,1
"Skanderborg","2016",0.16643970343471,246624,17,14,15,21,19,12,1
"Skanderborg","2017",0.16556017284482,252543,15,22,19,20,17,6,1
"Skanderborg","2018",0.168416233362765,259984,16,17,22,23,18,7,0
"Skive","1995",0.205262175779063,107595,11,30,26,14,13,1,1
"Skive","1996",0.255680646624603,112863,25,25,22,23,23,6,0
"Skive","1997",0.183259549057964,115754,9,28,15,20,12,5,0
"Skive","1998",0.215951626835589,120702,19,22,28,19,14,1,0
"Skive","1999",0.209385392289691,123184,16,20,20,23,16,7,0
"Skive","2000",0.203156101865342,128394,17,18,23,23,13,5,0
"Skive","2001",0.194270055827079,135867,12,15,20,19,20,9,0
"Skive","2002",0.224953475531197,135935,13,23,13,26,21,11,1
"Skive","2003",0.217346729546853,139005,14,20,19,24,22,7,0
"Skive","2004",0.180790960451977,148832,18,23,12,18,12,5,0
"Skive","2005",0.196410850148859,153804,21,16,14,19,17,8,0
"Skive","2006",0.190618266202553,159993,19,17,16,20,13,7,0
"Skive","2007",0.231673010094324,164777,24,23,14,22,23,6,0
"Skive","2008",0.219207544048308,161995,29,25,17,14,17,1,0
"Skive","2009",0.240165631469979,167319,29,28,17,16,20,5,1
"Skive","2010",0.201508195359079,178510,13,25,18,13,19,9,0
"Skive","2011",0.208394114950194,183229,23,26,21,13,9,7,1
"Skive","2012",0.153296934061319,188348,16,13,15,1,17,9,0
"Skive","2013",0.215685859888774,192153,21,20,20,21,12,7,1
"Skive","2014",0.217289420987602,194850,14,27,19,18,18,6,0
"Skive","2015",0.222979781737098,200114,17,36,21,13,11,1,1
"Skive","2016",0.212268702159137,203607,14,26,31,12,10,5,1
"Skive","2017",0.184787279759347,210900,6,29,17,13,12,8,1
"Skive","2018",0.190991222987618,215303,6,17,23,22,13,8,0
"Slagelse","1995",0.314902160311327,110078,34,47,59,47,30,11,1
"Slagelse","1996",0.349358140044663,113466,34,59,72,45,34,9,1
"Slagelse","1997",0.282041546889407,117067,27,51,45,49,28,8,0
"Slagelse","1998",0.326881255656261,122019,38,69,40,50,35,9,1
"Slagelse","1999",0.269255105749943,124254,22,42,52,37,35,11,1
"Slagelse","2000",0.324392434417769,128921,28,57,68,47,30,12,0
"Slagelse","2001",0.288994246750479,133239,31,51,48,40,34,12,1
"Slagelse","2002",0.308436810337951,139607,26,66,53,44,36,7,0
"Slagelse","2003",0.328808366786393,142781,34,53,62,46,39,15,0
"Slagelse","2004",0.29620073194492,151104,43,45,46,42,32,16,1
"Slagelse","2005",0.292708538426199,156701,43,44,48,48,32,8,0
"Slagelse","2006",0.334557430180739,162088,37,72,53,45,41,8,0
"Slagelse","2007",0.34568350465893,168166,62,63,43,54,26,17,1
"Slagelse","2008",0.312431413558491,166615,50,61,43,48,29,11,0
"Slagelse","2009",0.345998424932543,172499,49,61,47,52,39,19,1
"Slagelse","2010",0.343336560180703,183665,40,71,49,49,44,11,1
"Slagelse","2011",0.331861263913639,186917,39,71,47,55,36,9,0
"Slagelse","2012",0.331134393998189,190849,49,75,56,34,34,7,1
"Slagelse","2013",0.33433980846735,195571,49,81,45,38,29,15,1
"Slagelse","2014",0.348287154961792,198836,38,97,56,30,29,14,1
"Slagelse","2015",0.324738333354896,202831,28,99,52,41,19,11,1
"Slagelse","2016",0.296902994625032,206681,32,65,56,38,26,12,1
"Slagelse","2017",0.313340437408028,212000,26,58,75,41,31,15,1
"Slagelse","2018",0.255799817647655,216819,15,50,65,42,23,7,0
"Solrød","1995",0.227472470661221,133983,5,9,9,10,7,1,0
"Solrød","1996",0.267242265392127,140708,1,7,8,22,11,0,0
"Solrød","1997",0.327516503761322,145765,9,15,11,13,12,1,1
"Solrød","1998",0.284220677054256,154173,9,7,12,17,9,1,0
"Solrød","1999",0.272507064997981,157981,7,1,11,15,12,5,0
"Solrød","2000",0.3000300030003,166187,1,11,10,18,14,1,1
"Solrød","2001",0.258269593722062,171973,6,5,8,12,16,5,0
"Solrød","2002",0.262831638978428,179234,9,7,5,11,17,1,0
"Solrød","2003",0.261122333349756,184808,10,1,7,9,18,7,0
"Solrød","2004",0.221249815625154,193699,6,9,5,15,1,6,0
"Solrød","2005",0.318794377626431,201318,8,1,12,18,18,5,1
"Solrød","2006",0.229918091679839,208135,11,5,9,9,9,5,0
"Solrød","2007",0.273355073853827,217627,13,7,9,10,13,5,0
"Solrød","2008",0.260128137193506,210799,12,8,10,7,15,1,0
"Solrød","2009",0.31335872342477,201043,16,16,9,8,14,1,0
"Solrød","2010",0.325639306579829,223635,13,13,6,16,10,10,0
"Solrød","2011",0.310055332951727,234748,10,9,7,15,14,9,1
"Solrød","2012",0.274153904329741,241207,11,10,7,10,12,7,1
"Solrød","2013",0.236462520690471,244752,9,12,9,9,8,1,1
"Solrød","2014",0.187450208538357,256135,6,7,1,12,9,1,0
"Solrød","2015",0.250556792873051,263333,9,11,10,14,5,5,0
"Solrød","2016",0.19276666054709,271247,1,6,7,11,9,1,1
"Solrød","2017",0.261886485754278,275979,7,12,10,13,9,6,1
"Solrød","2018",0.235367261746159,282070,6,14,10,10,10,1,0
"Sorø","1995",0.257424265035069,110071,1,15,16,19,13,1,0
"Sorø","1996",0.244164107876142,114716,15,11,8,17,11,1,0
"Sorø","1997",0.210993892282066,118034,12,11,9,16,9,0,0
"Sorø","1998",0.273193782995533,123878,12,21,7,21,10,1,0
"Sorø","1999",0.224314186953004,128491,7,18,8,16,8,1,0
"Sorø","2000",0.230499048734085,133482,7,8,10,20,13,5,0
"Sorø","2001",0.243609788023125,139785,10,11,17,20,7,1,0
"Sorø","2002",0.288413007426635,144544,9,14,12,19,16,10,0
"Sorø","2003",0.224462892364699,149067,14,8,13,14,10,1,0
"Sorø","2004",0.287305359486397,158731,14,14,13,21,14,1,1
"Sorø","2005",0.26468097120271,165450,7,15,12,17,19,5,0
"Sorø","2006",0.27190964233424,171131,11,5,16,20,19,7,0
"Sorø","2007",0.265920707280011,173512,10,12,15,16,17,6,1
"Sorø","2008",0.277587388622344,169675,16,14,13,18,11,9,0
"Sorø","2009",0.254599769162876,179265,16,16,6,20,11,5,1
"Sorø","2010",0.274371655036922,191053,10,23,14,13,11,9,1
"Sorø","2011",0.23729617953151,195094,12,14,18,13,6,7,0
"Sorø","2012",0.27217364678665,200024,18,18,15,13,8,6,1
"Sorø","2013",0.29363561868342,207072,21,16,13,12,15,9,0
"Sorø","2014",0.324243148230315,211127,22,16,23,9,21,1,0
"Sorø","2015",0.337526848726603,216561,16,17,20,20,19,6,1
"Sorø","2016",0.264021934129912,218836,13,17,14,12,18,1,0
"Sorø","2017",0.287210677479304,225614,13,24,16,13,16,1,1
"Sorø","2018",0.182008156661836,229600,1,13,15,11,10,1,0
"Stevns","1995",0.226199842643588,116517,6,9,10,11,6,1,1
"Stevns","1996",0.248126885277805,120507,6,11,9,15,8,1,1
"Stevns","1997",0.227305701987716,125590,14,10,6,8,6,1,0
"Stevns","1998",0.294202758753738,130311,10,7,9,20,10,5,0
"Stevns","1999",0.27658559847401,135155,9,8,14,16,9,1,0
"Stevns","2000",0.255114092691454,140078,6,9,10,8,13,6,1
"Stevns","2001",0.26270113055308,145870,6,10,10,13,11,6,0
"Stevns","2002",0.260562069607296,149671,1,11,9,19,8,1,1
"Stevns","2003",0.208246563931695,154282,6,8,9,9,10,1,0
"Stevns","2004",0.249399593571033,162212,6,6,10,16,14,1,0
"Stevns","2005",0.220426157237326,169192,8,10,8,8,9,5,0
"Stevns","2006",0.229000641201795,175073,10,1,13,12,9,1,0
"Stevns","2007",0.256551218618288,179093,15,1,8,13,10,6,0
"Stevns","2008",0.205554540471405,182697,8,10,8,11,5,1,0
"Stevns","2009",0.309823218516494,179812,11,12,16,7,16,6,0
"Stevns","2010",0.2416670466463,194772,9,16,5,8,10,1,1
"Stevns","2011",0.219629375428964,198010,6,15,9,8,5,1,1
"Stevns","2012",0.292839167238618,201501,14,15,13,12,6,1,0
"Stevns","2013",0.265835548629572,207739,12,15,9,9,7,1,1
"Stevns","2014",0.270332187857961,213864,13,16,8,11,5,1,1
"Stevns","2015",0.263181776930756,217194,14,16,13,1,5,5,1
"Stevns","2016",0.242587601078167,220622,6,20,10,10,1,1,1
"Stevns","2017",0.226747287924595,226624,5,12,14,10,7,1,0
"Stevns","2018",0.233202798433581,233946,11,9,11,13,6,1,1
"Struer","1995",0.243817485196796,110258,12,13,10,10,11,0,0
"Struer","1996",0.226628895184136,115166,6,10,15,10,7,1,0
"Struer","1997",0.245151687606707,120412,7,12,10,10,14,1,0
"Struer","1998",0.254051686377573,123907,10,15,9,11,9,1,0
"Struer","1999",0.227431770468859,125789,6,15,16,7,8,0,0
"Struer","2000",0.170157068062827,131195,1,7,9,11,8,1,0
"Struer","2001",0.17501640778823,136138,7,1,13,7,8,1,0
"Struer","2002",0.0956688119672987,139860,1,6,5,1,1,0,1
"Struer","2003",0.148070725546555,141760,1,5,5,11,6,5,0
"Struer","2004",0.196275134121342,152118,1,9,8,11,12,1,0
"Struer","2005",0.14943741209564,158425,1,10,8,6,1,1,0
"Struer","2006",0.154218990967173,163254,5,7,8,7,5,1,0
"Struer","2007",0.199194369439157,166958,8,8,6,5,17,1,0
