"Municipalities","Year","allAges","age15_19","age20_24","age25_29","age30_34","age35_39","age40_44","age45_49","av_Income","av_age"
"Assens","2017",0.181203189176129,0.0193283401787871,0.0483208504469679,0.0507368929693163,0.0193283401787871,0.0338245953128775,0.00241604252234839,0.00241604252234839,208781,43.7
"Assens","2018",0.183894696089818,0.0266163375919473,0.0483933410762679,0.0314556716995741,0.0387146728610143,0.0193573364305072,0.0193573364305072,0,212415,44
"Ballerup","2005",0.333625612181612,0.0491883915395967,0.0791291516071772,0.0449111401013709,0.0898222802027417,0.0556042686969353,0.0128317543146774,0.0021386257191129,171156,39.9
"Ballerup","2006",0.387962446949886,0.0428687786684957,0.0793072405367171,0.090024435203841,0.070733484803018,0.0621597290693188,0.0385819008016462,0.00214343893342479,176236,40.1
"Ballerup","2007",0.400733256597178,0.0809992752696423,0.0959201943982606,0.0809992752696423,0.0575521166389564,0.0511574370124057,0.0341049580082705,0,179957,40.2
"Ballerup","2008",0.348077086340097,0.065795059003311,0.0891416928431955,0.0700399015196536,0.053060531454283,0.0509381101961117,0.0169793700653706,0.00212242125817132,182901,40.4
"Ballerup","2009",0.379762859192371,0.0886113338115532,0.101270095784632,0.0421958732435968,0.0675133971897548,0.0590742225410355,0.0168783492974387,0.00210979366217984,183351,40.6
"Ballerup","2010",0.367245865860824,0.0503651473180559,0.107025938050869,0.0755477209770839,0.0587593385377319,0.0503651473180559,0.023084025854109,0.002098547804919,197401,40.7
"Ballerup","2011",0.350511162111412,0.0459002712288754,0.104318798247444,0.0625912789484665,0.0667640308783643,0.0563321510536199,0.0146046317546422,0,202452,40.8
"Ballerup","2012",0.370879693294995,0.0708421886069092,0.0833437513022461,0.0708421886069092,0.0625078134766846,0.0645914072592407,0.0166687502604492,0.00208359378255615,206484,41
"Ballerup","2013",0.350542407334426,0.0477069548443301,0.109933417684761,0.070523324552488,0.0580780319844019,0.0435585239883014,0.0207421542801435,0,210474,41.2
"Ballerup","2014",0.298882796718473,0.0556540380096467,0.0927567300160778,0.0535927773426228,0.0453477346745269,0.0391639526734551,0.0123675640021437,0,219824,41.4
"Ballerup","2015",0.272981077448041,0.0310205769827319,0.0785854616895874,0.0537690001034019,0.0475648847068555,0.0454968462413401,0.0124082307930928,0.00206803846551546,223323,41.7
"Ballerup","2016",0.223954877239549,0.0290311877903119,0.0767252820172528,0.0435467816854678,0.0373258128732581,0.0186629064366291,0.0186629064366291,0,225245,41.9
"Ballerup","2017",0.190748688602766,0.0124401318653978,0.0622006593269889,0.0456138168397918,0.0290269743525948,0.0352470402852937,0.00207335531089963,0,230366,42.1
"Ballerup","2018",0.233978672740449,0.0165648617869345,0.0745418780412051,0.0559064085309038,0.0352003312972357,0.0248472926804017,0.0248472926804017,0.00207060772336681,236121,42.2
"Billund","2005",0.245436416628317,0.00383494400981746,0.0498542721276269,0.0498542721276269,0.0575241601472618,0.0460193281178095,0.0191747200490873,0.00383494400981746,161823,39.4
"Billund","2006",0.229594765239353,0.0420923736272146,0.0420923736272146,0.0497455324685264,0.0191328971032794,0.0459189530478705,0.030612635365247,0,167878,39.6
"Billund","2007",0.183675812191482,0.0420923736272146,0.0344392147859029,0.0229594765239353,0.0420923736272146,0.0267860559445911,0.00382657942065588,0,174708,39.8
"Billund","2008",0.229173828348803,0.061113020893014,0.0458347656697605,0.0381956380581338,0.030556510446507,0.0496543294755739,0.00381956380581338,0,171198,40
"Billund","2009",0.190585096245474,0.0495521250238231,0.0343053173241852,0.0457404230989137,0.0266819134743663,0.0304936153992758,0.00381170192490947,0,173384,40.2
"Billund","2010",0.194954128440367,0.0305810397553517,0.0496941896024465,0.0382262996941896,0.0420489296636086,0.0267584097859327,0.00382262996941896,0,190905,40.5
"Billund","2011",0.172051233033837,0.0420569680749379,0.0267635251385968,0.0191168036704263,0.0267635251385968,0.0420569680749379,0.00382336073408526,0,195230,40.8
"Billund","2012",0.163996948893974,0.030511060259344,0.026697177726926,0.03813882532418,0.030511060259344,0.030511060259344,0.003813882532418,0.003813882532418,201798,41
"Billund","2013",0.201085100732253,0.0227643510262928,0.0417346435482035,0.0455287020525857,0.0379405850438214,0.0417346435482035,0.00379405850438214,0,208051,41.2
"Billund","2014",0.170985637206475,0.0265977657876738,0.041796489094916,0.041796489094916,0.0341971274412949,0.00379968082681055,0.00379968082681055,0,210271,41.5
"Billund","2015",0.216853718851056,0.0266311584553928,0.0532623169107856,0.0456534144949591,0.0304356096633061,0.0418489632870458,0.0190222560395663,0,212304,41.9
"Billund","2016",0.204282363622607,0.0264810471362639,0.0529620942725278,0.0378300673375199,0.0491790875387758,0.0340470606037679,0.00378300673375199,0,215983,42
"Billund","2017",0.222801253729089,0.03021033948869,0.045315509233035,0.0415392167969488,0.0528680941052075,0.0339866319247763,0.0188814621804313,0,227700,42.1
"Billund","2018",0.162374443017899,0.0188807491881278,0.0264330488633789,0.03398534853863,0.0377614983762556,0.03398534853863,0.00377614983762556,0,231771,42.4
"Bornholm","2005",0.191478072300275,0.0461392945301866,0.048446259256696,0.0322975061711306,0.0184557178120747,0.03460447089764,0.00230696472650933,0.00230696472650933,145774,43.4
"Bornholm","2006",0.194242108914325,0.036998496936062,0.0416233090530697,0.0323736848190542,0.0462481211700775,0.0300612787605504,0.00231240605850387,0,150963,43.7
"Bornholm","2007",0.216078066914498,0.0534386617100372,0.0302044609665428,0.0302044609665428,0.0487918215613383,0.0394981412639405,0.0139405204460967,0,152750,44.1
"Bornholm","2008",0.179835112221781,0.0256907303173973,0.0256907303173973,0.0373683350071233,0.0467104187589042,0.0280262512553425,0.0163486465656165,0,155300,44.3
"Bornholm","2009",0.220849094283768,0.0563870027958556,0.0516880858962009,0.0211451260484458,0.0258440429481005,0.0493386274463736,0.0164462091487912,0,160093,44.6
"Bornholm","2010",0.201641599848176,0.0450728282013569,0.0237225411586089,0.0308393035061916,0.0379560658537743,0.0355838117379134,0.021350287042748,0.00237225411586089,173759,45.1
"Bornholm","2011",0.20812401320511,0.0598057509210086,0.0430601406631262,0.0287067604420841,0.0430601406631262,0.0215300703315631,0.00239223003684034,0.00239223003684034,174636,45.4
"Bornholm","2012",0.22516524223422,0.0532648960123962,0.0411592378277607,0.0411592378277607,0.0387381061908336,0.0314747112800523,0.0193690530954168,0,179094,45.9
"Bornholm","2013",0.230873142576446,0.0540341397519342,0.0564902370133857,0.0368414589217733,0.0319292643988702,0.022104875353064,0.022104875353064,0.00245609726145155,181589,46.3
"Bornholm","2014",0.161631232127316,0.0547059554892453,0.0447594181275643,0.0298396120850429,0.00248663434042024,0.0149198060425214,0.00248663434042024,0.00248663434042024,185032,46.9
"Bornholm","2015",0.178266546148438,0.0276187606708848,0.0602591141910214,0.0426835392186402,0.0276187606708848,0.0175755749723812,0.00251079642462589,0,189477,47.2
"Bornholm","2016",0.173558708119529,0.0377301539390281,0.0276687795552873,0.0427608411308985,0.0226380923634168,0.0201227487674816,0.0226380923634168,0,193344,47.5
"Bornholm","2017",0.110845194608893,0.0125960448419196,0.035268925557375,0.0176344627786875,0.0176344627786875,0.0151152538103036,0.0125960448419196,0,199413,47.7
"Bornholm","2018",0.0656035526846992,0.00252321356479612,0.0277553492127574,0.00252321356479612,0.00252321356479612,0.00252321356479612,0.00252321356479612,0,202976,47.9
"Brøndby","2005",0.402746791064237,0.0782313910700316,0.09271868571263,0.0985136035696694,0.0666415553559528,0.0376669660707559,0.0260771303566772,0.00289745892851969,158277,40.1
"Brøndby","2006",0.356235582678775,0.0467194206791836,0.0934388413583672,0.0759190586036733,0.0613192396414284,0.0408794930942856,0.0350395655093877,0.00291996379244897,162922,40.4
"Brøndby","2007",0.406516039708958,0.0765899784958907,0.126668041358588,0.0530238312663858,0.0736442100922026,0.0441865260553215,0.0324034524405691,0,165536,40.7
"Brøndby","2008",0.351748396441134,0.0827643285743844,0.0650291153084449,0.0768525908190713,0.0532056397978186,0.050249770920162,0.0206910821435961,0.00295586887765659,170314,40.9
"Brøndby","2009",0.423553107043422,0.0770096558260767,0.11255257389965,0.0740477459866122,0.0740477459866122,0.0562762869498252,0.0266571885551804,0.00296190983946449,171557,41.1
"Brøndby","2010",0.432016570498594,0.0710164225477142,0.115401686640036,0.0887705281846427,0.0946885633969522,0.0473442816984761,0.00295901760615476,0.00295901760615476,182312,41.1
"Brøndby","2011",0.382116927779901,0.0558478586755239,0.11463507833397,0.0676053026072132,0.0764233855559801,0.0411510537609124,0.0264542488463008,0,185604,41.2
"Brøndby","2012",0.413683839924891,0.0469428470836756,0.123224973594649,0.0616124867973243,0.0821499823964323,0.064546414740054,0.0293392794272973,0.00293392794272973,187577,41.3
"Brøndby","2013",0.344928383513593,0.0438468284127448,0.0847705349313066,0.114001753873137,0.0526161940952938,0.0321543408360129,0.0175387313650979,0,190532,41.4
"Brøndby","2014",0.399074609600925,0.0722961249277039,0.0780798149219202,0.115673799884326,0.075187969924812,0.0491613649508386,0.00289184499710815,0.00289184499710815,193785,41.3
"Brøndby","2015",0.399429386590585,0.0570613409415121,0.105563480741797,0.0855920114122682,0.079885877318117,0.0627674750356633,0.00285306704707561,0,197052,41.3
"Brøndby","2016",0.251967612252987,0.0198176773682124,0.0679463224052998,0.0566219353377498,0.0481286450370874,0.0311420644357624,0.0283109676688749,0,201440,41.4
"Brøndby","2017",0.196662358824521,0.0224756981513738,0.0393324717649042,0.0477608585716694,0.0449513963027477,0.0252851604202956,0.0168567736135304,0,205179,41.4
"Brøndby","2018",0.18853058697732,0.0225111148629636,0.0337666722944454,0.0478361190837976,0.0534638977995385,0.0196972255050931,0.00281388935787045,0.00281388935787045,211029,41.4
"Brønderslev","2005",0.22083805209513,0.0509626274065685,0.0424688561721404,0.036806342015855,0.0311438278595697,0.0424688561721404,0.0169875424688562,0,151899,40.7
"Brønderslev","2006",0.184068190184918,0.0311500014159092,0.0538045479002067,0.0311500014159092,0.0226545464842976,0.028318183105372,0.014159091552686,0.0028318183105372,159080,40.9
"Brønderslev","2007",0.180561433206376,0.0310339963323459,0.0423190859077444,0.0338552687261955,0.0310339963323459,0.0197489067569474,0.0197489067569474,0.00282127239384963,160605,41
"Brønderslev","2008",0.21393384940183,0.0506685432793807,0.0394088669950739,0.0365939479239972,0.0394088669950739,0.0337790288529205,0.0140745953553835,0,152733,41.1
"Brønderslev","2009",0.204127285945976,0.0307589061014485,0.0279626419104077,0.0419439628656115,0.0503327554387338,0.0391476986745708,0.0139813209552038,0,161583,41.1
"Brønderslev","2010",0.220645737906379,0.0418947603619707,0.0558596804826276,0.0223438721930511,0.0446877443861021,0.036308792313708,0.0195508881689197,0,176238,41.3
"Brønderslev","2011",0.212355751767303,0.0279415462851714,0.05867724719886,0.0335298555422057,0.0335298555422057,0.0447064740562743,0.0139707731425857,0,180932,41.5
"Brønderslev","2012",0.209766739385803,0.0335626783017285,0.044750237735638,0.0251720087262964,0.0643284667449796,0.0279688985847737,0.00279688985847737,0.00279688985847737,188057,41.8
"Brønderslev","2013",0.171348314606742,0.0196629213483146,0.0421348314606742,0.0449438202247191,0.0280898876404494,0.0308988764044944,0.00280898876404494,0,193506,42
"Brønderslev","2014",0.213321357397479,0.0196480197602942,0.0392960395205883,0.0757852190754203,0.0421028994863446,0.0224548797260505,0.0140342998287815,0,195355,42.3
"Brønderslev","2015",0.240351024286633,0.0391269109303821,0.0447164696347223,0.0614851457477432,0.0503060283390626,0.0335373522260418,0.00279477935217015,0,198125,42.5
"Brønderslev","2016",0.235803256859101,0.0471606513718201,0.0471606513718201,0.0582572752240131,0.0471606513718201,0.0249674036674342,0.00277415596304824,0,206456,42.6
"Brønderslev","2017",0.16607617360496,0.00276793622674934,0.033215234720992,0.04151904340124,0.0442869796279894,0.0276793622674934,0.00276793622674934,0.00276793622674934,208860,42.8
"Brønderslev","2018",0.223208134696464,0.0192895918873488,0.0413348397586045,0.0523574636942324,0.0688913995976742,0.0330678718068836,0.00275565598390697,0.00275565598390697,211674,43
"Dragør","2005",0.258437214958954,0.0076010945576163,0.0076010945576163,0.0076010945576163,0.0608087564609304,0.0684098510185467,0.0380054727880815,0,209173,42.3
"Dragør","2006",0.220465257716284,0.00760225026607876,0.00760225026607876,0.00760225026607876,0.00760225026607876,0.0684202523947088,0.0608180021286301,0.00760225026607876,216054,42.4
"Dragør","2007",0.242718446601942,0.00758495145631068,0.0379247572815534,0.00758495145631068,0.0530946601941748,0.0834344660194175,0.0379247572815534,0,221681,42.6
"Dragør","2008",0.271472739612397,0.0678681849030993,0.0075409094336777,0.0075409094336777,0.0678681849030993,0.0829500037704547,0.0075409094336777,0,220100,42.9
"Dragør","2009",0.298262620237119,0.0745656550592797,0.0447393930355678,0.0372828275296399,0.0447393930355678,0.0894787860711356,0.00745656550592797,0,217104,42.9
"Dragør","2010",0.191683869065173,0.0442347390150398,0.00737245650250664,0.00737245650250664,0.00737245650250664,0.0442347390150398,0.0368622825125332,0,242929,43
"Dragør","2011",0.247867609535613,0.00729022380987096,0.0583217904789677,0.00729022380987096,0.0583217904789677,0.0510315666690967,0.0437413428592258,0.00729022380987096,261933,43.2
"Dragør","2012",0.314052001168566,0.0876424189307625,0.0657318141980719,0.00730353491089687,0.0657318141980719,0.0511247443762781,0.00730353491089687,0,264648,43.4
"Dragør","2013",0.201192785801538,0.0071854566357692,0.0071854566357692,0.0071854566357692,0.0574836530861536,0.0574836530861536,0.0071854566357692,0.0071854566357692,270354,43.5
"Dragør","2014",0.228947556700293,0.00715461114688417,0.042927666881305,0.0357730557344208,0.042927666881305,0.00715461114688417,0.042927666881305,0.00715461114688417,279821,43.8
"Dragør","2015",0.185343598517251,0.0427715996578272,0.0071285999429712,0,0.0641573994867408,0.0499001996007984,0.0071285999429712,0,289465,43.9
"Dragør","2016",0.240418611228963,0.0353556781219064,0.0707113562438128,0.00707113562438128,0.0707113562438128,0.0353556781219064,0.00707113562438128,0,295922,44
"Dragør","2017",0.10498320268757,0.00699888017917133,0.00699888017917133,0.00699888017917133,0.00699888017917133,0.00699888017917133,0.00699888017917133,0,303980,44
"Dragør","2018",0.147141255605381,0.0350336322869955,0.0350336322869955,0.0070067264573991,0.0070067264573991,0.0070067264573991,0.0350336322869955,0,311793,44.2
"Egedal","2005",0.239386762421372,0.0458400183360073,0.0254666768533374,0.0382000152800061,0.0509333537066748,0.0534800213920086,0.0229200091680037,0.00254666768533374,198735,37.5
"Egedal","2006",0.275357965354961,0.0625813557624912,0.0175227796134975,0.0350455592269951,0.0575748473014919,0.0776008811454891,0.0225292880744968,0.00250325423049965,203930,37.6
"Egedal","2007",0.274608682627256,0.0474324088174352,0.0274608682627256,0.0274608682627256,0.0823826047881768,0.0599146216641286,0.0274608682627256,0.00249644256933869,208161,37.8
"Egedal","2008",0.251646806305973,0.0616781388004836,0.0419411343843288,0.0419411343843288,0.0468753854883675,0.0394740088323095,0.0197370044161547,0,208794,38
"Egedal","2009",0.287587433891448,0.053617996149253,0.0487436328629573,0.0389949062903658,0.0706782676512881,0.0341205430040701,0.0389949062903658,0.00243718164314786,206649,38.3
"Egedal","2010",0.214390672801291,0.0409510273890107,0.0313154915327729,0.0289066075687134,0.0385421434249512,0.0457687953171296,0.0289066075687134,0,228868,38.6
"Egedal","2011",0.237900706493007,0.0576728985437593,0.0480607487864661,0.0192242995145864,0.0360455615898496,0.0600759359830826,0.0120151871966165,0.0024030374393233,232521,38.9
"Egedal","2012",0.263025752612324,0.0526051505224648,0.0645608665502977,0.0430405777001985,0.0478228641113316,0.0382582912890653,0.0167380024389661,0,237053,39.3
"Egedal","2013",0.207054119663002,0.0404588509686325,0.0475986481983912,0.021419391689276,0.021419391689276,0.0499785806083107,0.0166595268694369,0.00237993240991956,244977,39.7
"Egedal","2014",0.23454157782516,0.0379057095475006,0.0379057095475006,0.0307983890073442,0.0473821369343757,0.0615967780146885,0.0189528547737503,0,248827,40
"Egedal","2015",0.183214713550842,0.0140934395039109,0.0375825053437625,0.0234890658398515,0.0422803185117328,0.0516759448476734,0.0140934395039109,0,256199,40.3
"Egedal","2016",0.198723493792813,0.0257171580202464,0.0374067753021766,0.0537722394968789,0.0280550814766325,0.0444205456713347,0.00233792345638604,0,258933,40.6
"Egedal","2017",0.146232765424075,0.0162480850471194,0.0255327050740448,0.0371384801077016,0.0324961700942389,0.0255327050740448,0.00232115500673135,0,267883,40.8
"Egedal","2018",0.181395348837209,0.0255813953488372,0.0209302325581395,0.0465116279069767,0.0604651162790698,0.0186046511627907,0.00232558139534884,0,274867,41.1
"Esbjerg","2005",0.231796158806511,0.0418278782808742,0.0557705043744989,0.0453135348042804,0.0470563630659835,0.0296280804489526,0.0113283837010701,0.000871414130851546,159697,39.1
"Esbjerg","2006",0.272689134386799,0.0393301636134806,0.055936232694728,0.055936232694728,0.0585582436022934,0.0428261781569011,0.0183540763529576,0.000874003635855125,166600,39.4
"Esbjerg","2007",0.244419525528262,0.0569436170585556,0.0516872831762274,0.0446788379997897,0.0446788379997897,0.0324140589410239,0.0140168903528752,0,170314,39.6
"Esbjerg","2008",0.262595847484332,0.0542698084800952,0.0665242813626974,0.0525191694968664,0.0463919330555653,0.0332621406813487,0.00787787542452995,0.000875319491614439,172014,39.9
"Esbjerg","2009",0.26266416510319,0.0654478816702299,0.052358305336184,0.0462498363802958,0.0462498363802958,0.0427592826912169,0.00698110737815786,0.000872638422269732,175733,40
"Esbjerg","2010",0.269298260854457,0.052990948103619,0.0703650294490679,0.0416977952290773,0.0460413155654395,0.0382229789599875,0.0182427854127213,0.000868704067272443,189600,40.2
"Esbjerg","2011",0.281289067926101,0.0546950965411863,0.0737949715238227,0.0599041533546326,0.0408042783719961,0.0347270454229754,0.0173635227114877,0,192786,40.4
"Esbjerg","2012",0.26495934394329,0.0521231496281882,0.0712349711585239,0.0382236430606713,0.052991868788658,0.0321426089373827,0.0173743832093961,0.000868719160469803,198130,40.7
"Esbjerg","2013",0.266838184805,0.0460665270184527,0.0764878184457328,0.0556275043241693,0.0382439092228664,0.0347671902026058,0.0147760558361075,0.000869179755065145,203075,40.9
"Esbjerg","2014",0.304965463312915,0.0399669837959946,0.0964420695946827,0.0669012554845997,0.0529996959033842,0.028671966636257,0.0182457969503454,0.00086884747382597,207362,41.2
"Esbjerg","2015",0.290178958127609,0.0355144396514388,0.0840219669802332,0.0640992325416212,0.0554371740900508,0.039845468877224,0.0103944701418845,0.000866205845157043,210319,41.3
"Esbjerg","2016",0.22635380308947,0.0311020492794692,0.0639319901855756,0.0518367487991153,0.0457891281058852,0.0259183743995577,0.0077755123198673,0,213261,41.6
"Esbjerg","2017",0.26573486907381,0.0353737975065787,0.0621198395237479,0.075924248306803,0.0422760018981062,0.0327854708597558,0.015529959880937,0.000862775548940943,219429,41.8
"Esbjerg","2018",0.248207391064534,0.0232694429123001,0.0698083287369002,0.0611900165471594,0.0474007170435742,0.0293022614451186,0.0163747931605074,0.000861831218974076,224598,42
"Favrskov","2005",0.210613067167254,0.03204981456893,0.0274712696305114,0.0434961769149764,0.0572318117302321,0.0274712696305114,0.0228927246920929,0,167660,38.1
"Favrskov","2006",0.153783527070424,0.02261522456918,0.03392283685377,0.031661314396852,0.029399791939934,0.024876747026098,0.01130761228459,0,175227,38.2
"Favrskov","2007",0.164309345649133,0.017763172502609,0.0222039656282612,0.0133223793769567,0.0510691209450008,0.0333059484423918,0.0222039656282612,0.00222039656282612,179510,38.2
"Favrskov","2008",0.171037628278221,0.0372774318042277,0.0153495307429173,0.0285062713797035,0.0482413823348829,0.0372774318042277,0.00219279010613104,0,179935,38.3
"Favrskov","2009",0.190278498529666,0.0345960906417575,0.0259470679813181,0.0324338349766476,0.0389206019719772,0.0454073689673067,0.0108112783255492,0.00216225566510984,183567,38.4
"Favrskov","2010",0.197726149283243,0.03008876184745,0.015044380923725,0.0408347482215393,0.0558791291452642,0.0343871563970857,0.0193427754733607,0.00214919727481786,200651,38.7
"Favrskov","2011",0.170597517806116,0.0277220966434938,0.0341195035612232,0.0277220966434938,0.0298545656160703,0.0362519725337996,0.0149272828080351,0,204412,38.9
"Favrskov","2012",0.171912473205,0.0297132669737038,0.0297132669737038,0.0148566334868519,0.0509370290977779,0.0424475242481482,0,0.00212237621240741,210245,39.2
"Favrskov","2013",0.169649673424379,0.031809313767071,0.0360505556026805,0.0360505556026805,0.0275680719314615,0.0254474510136568,0.0127237255068284,0,216338,39.5
"Favrskov","2014",0.171744799949113,0.0254436740665352,0.0402858172720141,0.0169624493776901,0.0381655110998028,0.0360452049275915,0.0148421432054789,0,220545,39.8
"Favrskov","2015",0.204111693285357,0.0231466868674116,0.0315636639101067,0.037876396692128,0.0273551753887591,0.056814595038192,0.0231466868674116,0.00210424426067378,224587,40.1
"Favrskov","2016",0.1783653341727,0.0293778197460917,0.0440667296191376,0.046165145315287,0.0230825726576435,0.0209841569614941,0.0146889098730458,0,229808,40.3
"Favrskov","2017",0.179484503808828,0.0229573202546176,0.0271313784827298,0.0480016696232912,0.0375665240530105,0.0333924658248983,0.00208702911405614,0.00208702911405614,237631,40.5
"Favrskov","2018",0.167802614406165,0.0145014605042365,0.0352178326531458,0.0352178326531458,0.0269312837935821,0.0393611070829276,0.0165730977191274,0,243703,40.7
